Issued by Organization,Issued for Organization,Title,Tender No,Procurement Method,Issued Date,Amendments,Closing Date,Successful Vendor,Successful Vendor City,Province,Country,Award Total,Date Awarded
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & Delivery of Picnic Tables Metal base (Telkwa),ITQ-006463,Itq,2020/12/23,2,2021/01/04,TXN Installations Ltd.,Invermere,British Columbia,Canada,"$98,644.00",2021/01/20
Procurement Services Branch,Ministry of Environment and Climate Change Strategy, SNOWMOBILE TRAILER ,ITQ-006488,Itq,2021/01/11,0,2021/01/18,Cycle North Enterprises Ltd,Prince George,British Columbia,Canada,"$9,520.00",2021/01/20
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",HAIDA GWAII - Recreation Site & Trail Maintenance Crew,SRFP RC213090008,SRFP,2020/12/19,0,2021/01/14,Stephan Contracting Ltd.,Queen Charlotte,British Columbia,Canada,"$39,560.00",2021/01/20
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Installation of CMB and Median Flashers on Highway 97,25193MJ0003,MOTITT,2021/01/12,1,2021/01/20,Kon Kast Products (2005) Ltd.,Kelowna,British Columbia,Canada,"$671,018.18",2021/01/21
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,SRFP Best Management Practices for Changes In & Around a Stream,GS21JHQ156,RFP,2020/12/17,0,2021/01/14,Wildwood Engineering and Environmental Ltd.,Victoria,British Columbia,Canada,"$19,920.00",2021/01/21
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Duty Ammunition - 12 gauge rifled slugs,ITQ-006485,Itq,2021/01/08,0,2021/01/19,0734089 B.C. Ltd.,Fort St John,British Columbia,Canada,"$6,693.12",2021/01/21
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",In-SHUCK-ch Forest Service Road Work - 1KM Bridge Project,EN21LMN236,ITT,2020/12/18,3,2020/12/23,Triex Contracting Ltd.,North Vancouver,British Columbia,Canada,"$2,726,630.00",2021/01/22
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Bridge replacement at Spruce Creek, SQ-3143",EN21NAN907,ITT,2021/01/13,0,2021/01/22,IOTA Construction Ltd.,Chilliwack,British Columbia,Canada,"$190,893.00",2021/01/22
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Standing Offer for First Aid Burn Kits (Chilliwack & PG),ITQ-006416,Itq,2020/12/08,0,2020/12/16,Medcare Supplies Ltd.,Vancouver,British Columbia,Canada,$0.00,2021/01/22
Procurement Services Branch,Ministry of Attorney General,Lenovo USB-C Laptop Dock,ITQ-006483,Itq,2021/01/07,0,2021/01/19,341234 BC Ltd,Burnaby,British Columbia,Canada,"$11,155.20",2021/01/22
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",FFt Site Prep for Fibre Utilization in The Quesnel District Area,OP21DQU009,ITT,2021/01/07,1,2021/01/18,N/A,,,,$0.00,2021/01/22
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Supply of Playground Equipment for Omineca Peace Region,11922,RFP,2021/01/15,4,2021/01/20,Suttle Recreation Inc.,Victoria,British Columbia,Canada,"$469,254.20",2021/01/25
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Williams Lake Pheasant Drive Wildfire Risk Reduction,FI21DCC004,ITT,2021/01/18,2,2021/01/21,Spectrum Resource Group,Prince George,British Columbia,Canada,"$124,440.00",2021/01/25
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",ATV TRAILER,ITQ-006426,Itq,2020/12/14,1,2020/12/18,Express Custom Trailer Manufacturing Inc,Parksville,British Columbia,Canada,"$12,822.60",2021/01/25
Procurement Services Branch,Ministry of Transportation and Infrastructure,2 Cattleguards  (Cranbrook),ITQ-006466,Itq,2020/12/31,0,2021/01/11,Canada Rig Mats Ltd.,Kamloops,British Columbia,Canada,"$23,876.16",2021/01/25
Procurement Services Branch,Ministry of Attorney General,Fujitsu Image Scanners,ITQ-006484,Itq,2021/01/19,3,2021/01/19,Island Key Computer Ltd,Victoria,British Columbia,Canada,"$45,511.20",2021/01/25
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Wildfire Surveys and Prescription Development,SU21LMN009,ITT,2021/01/04,1,2021/01/11,Forsite Consultants Ltd.,Salmon Arm,British Columbia,Canada,"$36,000.00",2021/01/25
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Wildfire Risk Reduction Treatments along Highway 39,10005-40/FS21DMK024A,ITT,2020/12/15,0,2021/01/06,Spectrum Resource Group Inc.,Prince George,British Columbia,Canada,$0.00,2021/01/26
"Ministry of Energy, Mines, and Low Carbon Innovation","Ministry of Energy, Mines, and Low Carbon Innovation",LNG Financial Modelling,GS21MAN0049,RFP,2020/12/18,1,2021/01/04,Ernst & Young LLP,Vancouver,British Columbia,Canada,"$200,000.00",2021/01/26
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",REQUOTE2 Design/fabricate/supply all steel portable bridge N1-25,ITQ-006414RR,Itq,2021/01/15,0,2021/01/25,Rapid-Span Structures Ltd,Armstrong,British Columbia,Canada,"$114,800.00",2021/01/26
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Design/Fabricate/Supply 1 concrete bridge Girder (Williams Lake),ITQ-006476,Itq,2021/01/12,3,2021/01/15,Pioneer Precast Products,Chilliwack,British Columbia,Canada,"$252,308.00",2021/01/26
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Design, Fabricate, Supply Composite Bridge 65-057 Thunder Mtn",ITQ-006477,Itq,2021/01/13,3,2021/01/18,Pioneer Precast Products,Chilliwack,British Columbia,Canada,"$155,062.88",2021/01/26
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Six (6) Temperature and Relative Humidity Probes,ITQ-006486,Itq,2021/01/15,3,2021/01/21,Campbell Scientific (Canada) Corp.,Edmonton,Alberta,Canada,"$9,607.31",2021/01/26
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Design/fabricate/supply ONE all steel portable bridge (CHWK),ITQ-006487,Itq,2021/01/12,0,2021/01/20,Rapid-Span Structures Ltd,Armstrong,British Columbia,Canada,"$128,800.00",2021/01/26
Procurement Services Branch,Ministry of Citizens' Services,ITQ - Juniper Network Gear,ITQ-006494,Itq,2021/01/14,1,2021/01/21,Telus Communications Inc.,Victoria,British Columbia,Canada,"$363,371.23",2021/01/26
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,"OS NRFP MOTI ACSIS Camera, Image, and Video Management Solution",OSNFRP - 10532,OSNRFP,2020/08/26,7,2020/09/02,N/A,,,,$0.00,2021/01/26
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Structural Rehabilitation And Deck Replacement,37445MJ0000,MOTITT,2021/01/15,4,2021/01/22,Surespan Construction Ltd.,North Vancouver,British Columbia,Canada,"$4,789,428.78",2021/01/27
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Road Upgrade Chinook Main,EN21900-130,ITT,2021/01/15,2,2021/01/21,Prime Quality Construction Inc.,Vernon,British Columbia,Canada,"$770,431.00",2021/01/27
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Koksilah Water Supply Options and Feasibility ,GS21NAN419,RFP,2021/01/18,2,2021/01/25,Elucidate Consulting Inc.,Squamish,British Columbia,Canada,"$35,000.00",2021/01/27
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Supply & Delivery of Plastic Bins(Chilliwack & PG),ITQ-006467,Itq,2020/12/22,0,2021/01/04,"Motion Industries (Canada), Inc.",Abbotsford,British Columbia,Canada,$0.00,2021/01/27
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Supply & Delivery of 2 Slip on Canopies (Williams Lake),ITQ-006479,Itq,2021/01/12,1,2021/01/20,Express Custom Trailer Manufacturing Inc,Parksville,British Columbia,Canada,"$33,785.81",2021/01/27
"Ministry of Jobs, Economic Recovery and Innovation","Ministry of Jobs, Economic Recovery and Innovation",Nordic Region Economic Analysis,RFP21JEDC05,RFP,2020/08/26,3,2020/09/01,N/A,,,,$0.00,2021/01/27
"Ministry of Jobs, Economic Recovery and Innovation","Ministry of Jobs, Economic Recovery and Innovation",Texas Economic Analysis,RFP21JEDC06,RFP,2020/08/17,2,2020/09/01,N/A,,,,$0.00,2021/01/27
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Lower Fraser River 2D Model Review,1070-30/OT21FHQ225,SRFP,2021/01/05,1,2021/01/14,Northwest Hydraulic Consultants Ltd.,North Vancouver,British Columbia,Canada,"$49,570.00",2021/01/28
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Resurfacing H97 Enterprise Rd to 150 MH & Horsefly Sideroads,25286MJ0000,MOTITT,2021/01/04,0,2021/01/19,Dawson Construction Limited,Kamloops,British Columbia,Canada,"$2,971,238.37",2021/01/28
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Resurfacing H97 Enterprise Rd to 150 MH & Horsefly Sideroads,25286MJ0000,MOTITT,2021/01/04,0,2021/01/19,Dawson Construction Limited,Kamloops,British Columbia,Canada,"$2,971,238.37",2021/01/28
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Design,fabricate/supply TWO steel girder/concrete deck bridges",ITQ-006489,Itq,2021/01/12,0,2021/01/21,Rapid-Span Structures Ltd,Armstrong,British Columbia,Canada,"$405,440.00",2021/01/28
Procurement Services Branch,Ministry of Citizens' Services,Cisco Network Gear,ITQ-006497,Itq,2021/01/18,1,2021/01/25,Powerland Computers Ltd.,Winnipeg,Manitoba,Canada,"$190,233.79",2021/01/28
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Deciduous Rehabilitation Planning and Layout,CS21LMN011,ITT,2021/01/11,1,2021/01/18,Infinity Pacific Stewardship Group Ltd.,Abbotsford,British Columbia,Canada,"$32,770.00",2021/01/29
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Maintenance of Trails and Structures,Beaver Lodge Forest Lands",GS21NAN513,ITT,2021/01/21,2,2021/01/25,Momentum Mountain Solutions Ltd.,Kimberley,British Columbia,Canada,"$99,990.00",2021/01/29
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Moose Winter Range Willow Enhancement,GS21RSK037,ITT,2020/12/17,0,2021/01/15,Lake Babine Nation,Victoria,British Columbia,Canada,"$57,229.00",2021/01/29
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","*REQUOTE* Design, Fabricate, Supply and Deliver 1 Bridge",ITQ-006469R,Itq,2021/01/22,1,2021/01/25,Pioneer Precast Products,Chilliwack,British Columbia,Canada,"$175,283.36",2021/01/29
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & Delivery of Picnic Table Boards (Tlell),ITQ-006482,Itq,2021/01/12,1,2021/01/22,4M Holdings Inc.,Chase,British Columbia,Canada,"$19,436.00",2021/01/29
Procurement Services Branch,Ministry of Citizens' Services,Network Gear,ITQ-006490,Itq,2021/01/19,2,2021/01/22,Telus Communications Inc.,Victoria,British Columbia,Canada,"$475,318.26",2021/01/29
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",4 EA - Cargo trailer,ITQ-006500,Itq,2021/01/22,1,2021/01/27,Barsness Sales & Service Inc.,Vanderhoof,British Columbia,Canada,"$49,056.00",2021/01/29
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Ops inflow forecast enhancements for Okanagan & Kalamalka Lakes ,1070-30/OT21FHQ223,SRFP,2020/12/10,0,2021/01/06,WaterSmith Research Inc.,Kelowna,British Columbia,Canada,"$42,000.00",2021/02/01
Ministry of Attorney General,Ministry of Attorney General,ITQ for Lenovo Computer Monitors,11965,ITQ,2021/01/26,1,2021/01/27,Microserve,Burnaby,British Columbia,Canada,"$85,259.20",2021/02/01
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,MIRACLE NATURE HOUSE UPGRADE - Miracle Beach Provincial Park,ITT-CP21NAN034,ITT,2020/12/24,2,2021/01/15,Copcan Civil Ltd.,Nanaimo,British Columbia,Canada,"$277,000.00",2021/02/01
Ministry of Children and Family Development,Ministry of Children and Family Development,Intensive Support and Supevision Youth Justice 100 Mile House,mcfd-01-2021,NOI,2021/01/18,0,2021/02/01,Cariboo Chilcotin Child Development Centre,Williams Lake,British Columbia,Canada,"$40,000.00",2021/02/01
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",4 each - Mobile Lavatory Trailers (Cargo Style) as per specifica,ITQ-006504,Itq,2021/01/27,2,2021/01/29,Fort Modular Inc.,Abbotsford,British Columbia,Canada,"$158,690.00",2021/02/02
"Ministry of Agriculture, Food and Fisheries","Ministry of Agriculture, Food and Fisheries",RFP GS21AGR089 Temporary Foreign Worker Wraparound Services,RFP GS21AGR089,RFP,2020/12/16,1,2021/01/13,S.U.C.C.E.S.S.,Vancouver,British Columbia,Canada,"$200,000.00",2021/02/02
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Asphalt Surfacing Hwy 23 Downie Creek Bridge to Mica Dam,25281MJ0000,MOTITT,2021/01/22,1,2021/02/02,Terus Construction Ltd DBA Selkirk Paving,Crescent Valley,British Columbia,Canada,"$8,281,810.91",2021/02/03
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","ITQ - clean-up/demolition Hagensborg, BC",11936,ITQ,2021/01/07,0,2021/01/25,Amiante Environmental Consulting Inc,Abbotsford,British Columbia,Canada,"$78,980.68",2021/02/03
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,"Independent Engineer, Broadway Subway Project",BSP ENG 2021 10,RFP,2020/12/03,2,2020/12/11,Stantec Consulting Ltd.,Vancouver,British Columbia,Canada,"$642,500.00",2021/02/03
Procurement Services Branch,Ministry of Attorney General,Supply & Delivery of Cloth Face Masks(Various Locations),ITQ-006478R,Itq,2021/01/29,2,2021/02/01,Campbell Drug Stores Limited,Mississauga,Ontario,Canada,"$2,919.17",2021/02/04
Procurement Services Branch,Ministry of Health,Jira Software (Server) 100 Users: Commercial License Renewal (We,ITQ-006505,Itq,2021/01/22,0,2021/02/02,Highway Three Solutions (2013) Ltd.,Victoria,British Columbia,Canada,"$12,571.65",2021/02/04
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Ecosystem Service Provision in the Northern Shelf Bioregion,GS20NAN1501MY,RFP,2020/10/29,2,2020/11/10,ESSA Technologies Ltd.,Vancouver,British Columbia,Canada,"$129,471.88",2021/02/05
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,IS21IIT049SRFP - HYDRAULIC MODELLER,IS21IIT049SRFP,SRFP,2021/01/22,1,2021/01/28,Fathom Scientific Ltd.,Bowen Island,British Columbia,Canada,"$60,000.00",2021/02/05
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & Delivery of Picnic Table Boards (Tlell),ITQ-006482,Itq,2021/01/12,1,2021/01/22,Ennadai Woodworks Inc,Golden,British Columbia,Canada,"$27,686.40",2021/02/05
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,"Body Removal & Transport, NW Coastal (Pr. Rupert & Terrace)",PSSGBCCS21ITQ713A,ITQ,2020/12/22,3,2020/12/29,Christi-Anne Lafrance (DBA Polar Conveyance),Smithers,British Columbia,Canada,"$575,000.00",2021/02/05
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,"Body Removal & Transport, Smithers & Burns Lake",PSSGBCCS21ITQ713B,ITQ,2020/12/22,3,2020/12/29,Christi-Anne Lafrance,Smithers,British Columbia,Canada,"$350,000.00",2021/02/05
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Wildfire Risk Reduction Fuel Treatment, Cranbrook Southwest Fuel",ER21DRM004,ITT,2021/01/26,1,2021/02/08,C.HI.L. Logging Ltd,Cranbrook,British Columbia,Canada,"$23,440.20",2021/02/08
Procurement Services Branch,Ministry of Citizens' Services,L-CSR-1G-IPB-1S= Smart Licensing SKU for 1G IPB 1-Year,ITQ-006510,Itq,2021/01/27,0,2021/02/04,Saskatchewan Telecommunications,Regina,Saskatchewan,Canada,"$8,601.50",2021/02/08
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Wildfire Risk Reduction Prince George Project Layout,OP21DPG620,ITT,2021/01/14,0,2021/01/28,KDL Resource Management Ltd.,Prince George,British Columbia,Canada,"$1,000.00",2021/02/09
Ministry of Health,Ministry of Health,Enhancing Substance Use Prevention in BC Schools,RFPHL2021-007,RFP,2021/01/15,2,2021/01/18,BUNYAAD Public Affairs Inc.,Vancouver,British Columbia,Canada,"$419,255.00",2021/02/09
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Aphalt Surfacing Hwy 3 Irishman ,25284MJ0000,MOTITT,2021/01/21,0,2021/02/09,Okanagan Aggregates Ltd.,Armstrong,British Columbia,Canada,"$3,214,350.00",2021/02/10
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Aphalt Surfacing Hwy 3 Irishman ,25284MJ0000,MOTITT,2021/01/21,0,2021/02/09,Okanagan Aggregates Ltd.,Armstrong,British Columbia,Canada,"$3,214,350.00",2021/02/10
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Rehabilitation of the substructure of Kercher Bridge No. 7125,37320MJ0001,MOTITT,2021/01/26,5,2021/02/02,Surespan Construction Ltd.,North Vancouver,British Columbia,Canada,"$922,023.43",2021/02/10
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Class C Graded Aggregate Seal Coat on Highway29S,37889MJ0000,MOTITT,2021/01/28,1,2021/02/09,LaPrairie Works Inc.,Victoria,British Columbia,Canada,"$1,470,344.20",2021/02/10
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,Body Removal and Body Transport- Castlegar ,BCCS21NOI711G,NOI,2021/02/09,2,2021/02/09,Kootenay Enterprise Inc.,Castlegar,British Columbia,Canada,"$88,000.00",2021/02/10
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Fall & Burn of Douglas-Fir Beetle Infested Trees,FH21DSN041,ITT,2021/01/26,0,2021/02/09,Mammoth Forestry Ltd,Fort St John,British Columbia,Canada,"$7,875.00",2021/02/10
Procurement Services Branch,Ministry of Citizens' Services,"Cisco Hardware, Peripherals, and Maintenance",ITQ-006523,Itq,2021/02/02,1,2021/02/05,Powerland Computers Ltd.,Winnipeg,Manitoba,Canada,"$545,882.71",2021/02/10
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & Delivery of Ambient Air Analyzer(Victoria),ITQ-006536,Itq,2021/02/03,1,2021/02/09,J. C. Andelle Inc.,Richmond,British Columbia,Canada,"$21,871.36",2021/02/10
"Ministry of Agriculture, Food and Fisheries","Ministry of Agriculture, Food and Fisheries",SRFP GSA21CP-020 Wood Fiber for Agriculture Assessment,SRFP GSA21CP-020,SRFP,2020/12/17,2,2021/01/15,Winchelsea Forest Services Inc,Nanaimo,British Columbia,Canada,"$49,510.00",2021/02/10
"Ministry of Agriculture, Food and Fisheries","Ministry of Agriculture, Food and Fisheries",SRFP GSA21CP-020 Wood Fiber for Agriculture Assessment,SRFP GSA21CP-020,SRFP,2020/12/17,2,2021/01/15,Winchelsea Forest Services Inc,Nanaimo,British Columbia,Canada,"$49,510.00",2021/02/10
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Graded Aggregate Sealcoat on two continuous segments of H37,37891MJ0000,MOTITT,2021/01/25,0,2021/02/10,White Bear Industries Ltd.,Terrace,British Columbia,Canada,"$4,195,100.00",2021/02/11
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Graded Aggregate Sealcoat on two continuous segments of H37,37891MJ0000,MOTITT,2021/01/25,0,2021/02/10,White Bear Industries Ltd.,Terrace,British Columbia,Canada,"$4,195,100.00",2021/02/11
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Granisle Connector Drill and Blast,EN21PGN336,ITT,2021/02/04,1,2021/02/11,N/A,,,,$0.00,2021/02/11
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Jerry can style potable water containers - 2 Locations,ITQ-006511,Itq,2021/01/27,2,2021/02/04,Lordco Parts Ltd.,Chilliwack,British Columbia,Canada,"$67,188.80",2021/02/11
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Fuel Drum Storage Building (Williams Lake),ITQ-006524,Itq,2021/02/05,1,2021/02/10,Monster Industries Ltd.,Williams Lake,British Columbia,Canada,"$37,957.02",2021/02/11
Procurement Services Branch,Ministry of Transportation and Infrastructure,Lot of 5 Cattleguards (Oliver and Falkland),ITQ-006527,Itq,2021/02/01,0,2021/02/09,UNIFAB Industries LTD,Grand Forks,British Columbia,Canada,"$83,776.00",2021/02/11
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Project Management-Dawson Creek Fire Zone Building and site,SRFP21BCWSHQ013,SRFP,2020/12/18,0,2021/01/21,N/A,,,,$0.00,2021/02/11
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Safety Improvements at the Intersection of H15 and 40th,12994MJ0001,MOTITT,2021/01/26,1,2021/02/03,Lafarge Canada In.,Coquitlam,British Columbia,Canada,"$276,050.00",2021/02/12
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Request for Standing Offer - Chainsaws (Chilliwack, BC)",ITQ-006503,Itq,2021/01/27,3,2021/02/04,Cascade Supply & Marine Ltd,Chilliwack,British Columbia,Canada,$0.00,2021/02/12
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,12-Foot Trailer (Tyhee Lake),ITQ-006534,Itq,2021/02/03,0,2021/02/11,N R Motors Ltd,Prince George,British Columbia,Canada,"$8,631.84",2021/02/12
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & Delivery of Solar System (Mt Robson Provincial Park),ITQ-006535,Itq,2021/02/03,0,2021/02/10,Blue Green Solar Ltd.,Prince George,British Columbia,Canada,"$16,415.00",2021/02/12
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & Delivery of Ambient Air Analyzer (Victoria),ITQ-006538,Itq,2021/02/04,0,2021/02/10,C.D. Nova Ltd,Surrey,British Columbia,Canada,"$16,593.92",2021/02/12
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","REQUOTE 1"" x 100', HOSE, FOREST FIRE, PERC - Supply hose",ITQ-006507R,Itq,2021/02/05,0,2021/02/12,National Fire Equipment Limited,Burnaby,British Columbia,Canada,$0.00,2021/02/16
Procurement Services Branch,Ministry of Transportation and Infrastructure,"Design, Fabricate, and Supply ASP Bridges",ITQ-006526,Itq,2021/02/01,0,2021/02/09,Magnum Fabricators Ltd.,Kamloops,British Columbia,Canada,"$495,040.00",2021/02/16
Procurement Services Branch,Ministry of Citizens' Services,(WO2189759) Sharegate : Renewal of Sharegate,ITQ-006554,Itq,2021/02/12,1,2021/02/12,Softchoice LP,Toronto,Ontario,Canada,"$9,468.96",2021/02/16
"Ministry of Jobs, Economic Recovery and Innovation","Ministry of Jobs, Economic Recovery and Innovation",Strategic Human Resource Services,RFP21-JEDC-12,RFP,2021/01/26,7,2021/01/27,Alison Napier dba Ripple Solutions,North Saanich,British Columbia,Canada,"$34,000.00",2021/02/16
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",HAZMAT Lockers(2) (Chetwynd),ITQ-006532,Itq,2021/02/03,1,2021/02/10,Quatrex Environment Inc,Terrebonne,Quebec,Canada,"$17,934.00",2021/02/17
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Review of existing & potential Land Act designations (Skeena),1070-30/CS21FHQ237,SRFP,2021/01/19,3,2021/01/19,Sean Sharpe Environmental Consulting Ltd,Smithers,British Columbia,Canada,"$25,000.00",2021/02/17
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Resurfacing H97/20 Williams Lk to McLeese Lk and area sideroads.,25275MJ0000,MOTITT,2021/01/27,0,2021/02/11,Key-West Asphalt (333) Ltd.,Surrey,British Columbia,Canada,"$6,547,779.95",2021/02/17
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Resurfacing H97/20 Williams Lk to McLeese Lk and area sideroads.,25275MJ0000,MOTITT,2021/01/27,0,2021/02/11,Key-West Asphalt (333) Ltd.,Surrey,British Columbia,Canada,"$6,547,779.95",2021/02/17
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",CONTRACT FFT SU22DOS001,FFT SU22DOS001,ITT,2021/01/19,0,2021/02/10,Forsite Consultants Ltd. (North Area),Salmon Arm,British Columbia,Canada,"$49,700.00",2021/02/17
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",CONTRACT FFT SU22DOS001,FFT SU22DOS001,ITT,2021/01/19,0,2021/02/10,Montane Resource Management Inc. (South Area),Kelowna,British Columbia,Canada,"$56,152.50",2021/02/17
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,All Terrain Vehicle (1 unit) (Fort St.John),ITQ-006540,Itq,2021/02/04,0,2021/02/12,Trailblaz'n Power Ltd,Fort St John,British Columbia,Canada,"$14,334.88",2021/02/17
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Kootenays/Rockies Benkelman Beam Testing & Analysis,KOOTSIR 2021,RFP,2021/01/27,2,2021/02/09,RP TESTING LIMITED,Nelson,British Columbia,Canada,"$490,000.00",2021/02/17
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Timothy Lake East Wildfire Fuel Reduction Treatment,OP21DMH046,ITT,2020/12/18,0,2021/01/14,Cole Forest Consultants Ltd.,100 Mile House,British Columbia,Canada,"$81,471.60",2021/02/17
