Issued by Organization,Issued for Organization,Title,Tender No,Procurement Method,Issued Date,Amendments,Closing Date,Successful Vendor,Successful Vendor City,Province,Country,Award Total,Date Awarded
BC Timber Sales - Contracts,BC Timber Sales - Contracts,RFP - FH23TBJ001 FOREST HEALTH ACTIVITIES IN HAIDA GWAII,RFP - FH23TBJ001,RFP,2022/04/21,1,2022/04/28,Stephan Contracting Ltd.,Sandspit,British Columbia,Canada,"$269,312.50",2022/11/14
BC Timber Sales - Contracts,BC Timber Sales - Contracts,BR24TFG003 - TKO - Manual Brushing Arrow North,BR24TFG003,ITT,2022/10/04,0,2022/11/01,Summit Reforestation and Forest Management Ltd.,Smithers,British Columbia,Canada,"$114,060.42",2022/11/22
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Road Construction Deception Branch 11 (Dorey Creek FSR),EN23TAH3406,ITT,2022/08/18,1,2022/09/06,West Horizon Contracting Inc,Smithers,British Columbia,Canada,"$344,204.50",2022/10/17
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,"Sorrento Nurseries Ltd. BG 048,056,060,061,066",Sorrento,British Columbia,Canada,"$1,339,690.00",2022/11/21
Ministry of Agriculture and Food,,New Entrant Access to Capital Analysis ,GS23AGR092,Request for Proposal,2022-10-11,2,2022-11-11,MNP,Vancouver,British Columbia,Canada,47790,2022-12-15
Ministry of Agriculture and Food,,CanadaGAP Strategic Project,GSA23CP017,Request for Proposal,2022-10-20,0,2022-11-17,MNP,Vancouver,British Columbia,Canada,50000,2022-11-24
Procurement Services Branch ,Finance and Citizens Services,Check Point 26000 plus subscription & maintenance,9500,Invitation to Quote,2022-11-22,0,2022-11-22,MNP Digital Inc,Vancouver,British Columbia,Canada,245053.31,2022-11-24
Procurement Services Branch ,Finance and Citizens Services,Check Point 3600 firewalls (x10) and related subscription licenses,9474,Invitation to Quote,2022-11-22,0,2022-11-22,MNP Digital Inc,Vancouver,British Columbia,Canada,79712.8,2022-11-24
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,"Mountain View Growers Inc. BG 132,137,138,144",Summerland,British Columbia,Canada,"$245,489.20",2022/11/21
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Forest Seedling Production 2023,2023C,ITT,2022/10/07,3,2022/10/17,Woodmere Nursery Ltd. BG 013,Telkwa,British Columbia,Canada,"$81,417.16",2022/10/31
BC Timber Sales - Contracts,BC Timber Sales - Contracts,FSR Reroute Construction - Clemina Creek - Kamloops TSA,EN23TEK412,ITT,2022/08/16,1,2022/09/12,Alpine Country Rentals LTD,Valemount,British Columbia,Canada,"$420,698.44",2022/10/03
BC Timber Sales - Contracts,BC Timber Sales - Contracts,"Tree Protector Removal and Refurbishment, Campbell River",FH23TCB024,ITT,2022/09/07,0,2022/09/28,Christopher Robert Murphy DBA Mattock Contracting and Reforestat,Vancouver,British Columbia,Canada,"$65,368.00",2022/10/28
Ministry of Forests,Ministry of Forests,Remeasurements/maintenance/GPS/plot photos@EP1097 (Haida Gwaii),1070-30/RE23FHQ164,ITT,2022/08/18,0,2022/09/29,Scott Johnson Gailey dba Salamander Forestry,Vancouver,British Columbia,Canada,"$45,000.00",2022/10/26
BC Timber Sales - Contracts,BC Timber Sales - Contracts,"Tree Planting, Seedling Protector Installation & Tea Bag Fert.",PL24TBP003,ITT,2022/09/27,3,2022/10/03,Rainforest Field Services Ltd.,Vancouver,British Columbia,Canada,"$586,634.44",2022/10/14
BC Timber Sales - Contracts,BC Timber Sales - Contracts,PL24TEM605 - SPRING TREE PLANTING - MERRITT TSA,PL24TEM605,ITT,2022/10/06,0,2022/11/10,Coast Range Contracting Ltd.,Vernon,British Columbia,Canada,"$516,996.75",2022/11/30
BC Timber Sales - Contracts,BC Timber Sales - Contracts,PL24TEM606 - WILDFIRE REPLANT - MERRITT TSA,PL24TEM606,ITT,2022/10/12,0,2022/11/14,Coast Range Contracting Ltd.,Vernon,British Columbia,Canada,"$404,424.90",2022/11/30
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,"Landing Nursery Ltd. BG 127,130,131,146,170,176",Vernon,British Columbia,Canada,"$348,749.39",2022/11/21
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Crushed Aggregate in Stockpile - Pressy Lake Pit No. 0720,24920MN2022,MOTITT,2022/10/11,1,2022/10/20,Tanacan Developments Ltd.,Vernon,British Columbia,Canada,"$237,000.00",2022/11/02
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Crushed Aggregate in Stockpile - Blackwater Crossing Pit No. 145,26073MN0000,MOTITT,2022/09/29,1,2022/10/13,Tanacan Developments Ltd.,Vernon,British Columbia,Canada,"$178,300.00",2022/10/27
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Crushed Aggregate in Stockpile - Camoo Pit No. 0663,25967MN0000,MOTITT,2022/09/29,2,2022/10/06,Tanacan Developments Ltd,Vernon,British Columbia,Canada,"$118,300.00",2022/10/18
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Ellison Prov Park - Upper Trailhead Parking Lot Expansion,2901567,ITT,2022/07/13,1,2022/07/26,Wolsey Contracting Ltd,Vernon,British Columbia,Canada,"$337,055.00",2022/10/06
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Gladstone Prov Park - Texas Creek Campground - Playground,GLADSTONE 2022-02,ITT,2022/09/08,1,2022/09/27,Wolsey Contracting Ltd,Vernon,British Columbia,Canada,"$164,020.20",2022/10/06
BC Timber Sales - Contracts,BC Timber Sales - Contracts,BRUSHING IN THE SUNSHINE COAST,BR24TBP001,ITT,2022/10/21,0,2022/11/22,4C Forestry Ltd,Victoria,British Columbia,Canada,"$542,017.50",2022/12/14
Ministry of Forests,Ministry of Forests,D’Arcy TU-D1A Fuel Management Operational Treatment #OP23LMN219,OP23LMN219,ITT,2022/11/16,2,2022/11/21,4C Forestry Ltd.,Victoria,British Columbia,Canada,"$97,095.00",2022/12/06
BC Timber Sales - Contracts,BC Timber Sales - Contracts,TREE PLANTING ACTIVITIES IN HAIDA GWAII,PL24TBJ002,ITT,2022/10/19,0,2022/11/17,Osprey Forest operations Ltd.,Victoria,British Columbia,Canada,"$435,718.14",2022/12/06
Ministry of Forests,Ministry of Forests,Cheakamus Fuel Management Operational Treatment  #OP23LMN218,13498,ITT,2022/10/28,1,2022/11/14,4C Forestry Ltd.,Victoria,British Columbia,Canada,"$51,959.87",2022/11/30
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,"PRT Growing Services-Armstrong BG 085,093,102,123,152,153,158",Victoria,British Columbia,Canada,"$451,213.07",2022/11/21
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,"PRT Growing Services Ltd- Beaverlodge BG 094,105",Victoria,British Columbia,Canada,"$267,978.70",2022/11/21
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,"PRT Growing Services-Campbell River BG 067,108,111",Victoria,British Columbia,Canada,"$568,527.08",2022/11/21
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,"PRT Growing Services-Hybrid BG 049,088,090,092,097,100,109",Victoria,British Columbia,Canada,"$770,940.06",2022/11/21
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,"PRT Ltd-JuniperB BG086,113,114,115,116,117,124,125,126,134,141",Victoria,British Columbia,Canada,"$688,515.85",2022/11/21
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,"PRT Ltd. - Quesnel BG 018,050,052,053,054,065,075",Victoria,British Columbia,Canada,"$1,110,208.44",2022/11/21
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,"PRT Growing Services Ltd. - Red Rock Nursery BG 022,030,078",Victoria,British Columbia,Canada,"$209,146.74",2022/11/21
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,"PRT Growing Services Ltd. - Summit Nursery BG 082,083",Victoria,British Columbia,Canada,"$182,466.24",2022/11/21
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,"PRT-Skimikin4,15,16,51,64,98,145,161,162,163,164,166,172,173,175",Victoria,British Columbia,Canada,"$1,260,866.64",2022/11/21
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,"PRT Vernon BG017,089,096,147,148,149,160,165,167,168,169,174",Victoria,British Columbia,Canada,"$734,973.69",2022/11/21
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Commerical Property Management Services (Victoria),01948-0001,RQU,2021/02/12,1,2021/02/26,Equitex Realty,Victoria,British Columbia,Canada,"$120,000.00",2022/11/02
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Forest Seedling Production 2023,2023C,ITT,2022/10/07,3,2022/10/17,"PRT Ltd. - Campbell River BG 036,037,040",Victoria,British Columbia,Canada,"$341,323.40",2022/10/31
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Forest Seedling Production 2023,2023C,ITT,2022/10/07,3,2022/10/17,"PRT Ltd. - Hybrid Nursery BG 003,004,005,031,032,035",Victoria,British Columbia,Canada,"$389,190.56",2022/10/31
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Forest Seedling Production 2023,2023C,ITT,2022/10/07,3,2022/10/17,"PRT Ltd. - Skimikin Nursery 041,043,044",Victoria,British Columbia,Canada,"$153,112.41",2022/10/31
Ministry of Forests,Ministry of Forests,Mowing and Brushing Services Okanagan River Channel,OLRS MOWING 2022,ITT,2022/09/09,1,2022/10/03,n/a,Victoria,British Columbia,Canada,$0.00,2022/10/25
Ministry of Citizens' Services,,,ON-003791,MSO,,0,,LeadingAhead Energy,Victoria,British Columbia,Canada,$0.00,2022/10/13
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Highway No. 1 At 208 St. Overpass Soundwall Extension,12570MN0002,MOTITT,2022/07/27,2,2022/08/03,CANCELLED,Victoria,British Columbia,Canada,$0.00,2022/10/07
Ministry of Citizens' Services,,,ON-003791,MSO,,0,,Foreseeson EVSE,Victoria,British Columbia,Canada,$0.00,2022/10/01
Ministry of Citizens' Services,,,ON-003791,MSO,,0,,Precise ParkLink Inc.,Victoria,British Columbia,Canada,$0.00,2022/10/01
Ministry of Environment and Climate Change Strategy,,Project Management Services for Mount Seymour Park,6623,Request for Proposal,2022-11-07,,,Lapiz Consulting Inc.,"White Rock, BC",Yukon,Canada,60000,2022-11-07
BC Timber Sales - Contracts,BC Timber Sales - Contracts,BR24TFG002 - TKO - Manual Brushing Arrow South,BR24TFG002,ITT,2022/10/06,1,2022/10/26,Wildhorse Forestry Ltd.,Ymir,British Columbia,Canada,"$199,967.50",2022/11/17
Ministry of Environment and Climate Change Strategy,BC Parks - Provincial Services Branch ,BC Parks Recreation Facility Plans,6381,Request for Proposal,2022-08-26,0,2022-09-27,Jan Paseska,Kelowna,British Columbia,Canada,300000,2022-10-11
Ministry of Environment and Climate Change Strategy,BC Parks and Conservation Officer Service Division ,BC Parks Recreation Facility Plans,6381,Request for Proposal,2022-08-26,0,2022-09-27,Jan Paseska,Kelowna,British Columbia,Canada,300000,2022-10-11
Procurement Services Branch ,BC Timber Sales Branch ,Req 53776 - Two ATV Trailers,7277,Invitation to Quote,2022-09-26,0,2022-10-11,BARSNESS SALES & SERVICE,Not provided,Not provided,Canada,25000,2022-11-07
Procurement Services Branch ,Engineering Branch ,"Req 53700 - Design, fabricate, supply 1 (one) composite steel girder/concrete deck bridge",7190,Invitation to Quote,2022-09-22,0,2022-10-14,"Pioneer Precast Products, a  Division of IOTA Construction Ltd",Chilliwack,British Columbia,Canada,489462,2022-11-03
Procurement Services Branch ,Finance and Citizens Services,req 43834 - Architecture Engineering & Construction Collection Commercial Single-user Annual Subscription Renewal,5075482,Invitation to Quote,2022-10-20,1,2022-10-28,SolidCAD,Not provided,Not provided,Canada,10880,2022-11-02
BC Timber Sales Branch ,Kootenay ,EN23TFG013 Woden 1000 FSR Construction - TKO,EN23TFG013,Invitation to Tender,2022-11-09,1,2022-11-30,Galena Contractors Ltd.,Not provided,Not provided,Canada,580855,2022-12-15
Procurement Services Branch ,Minister of Health ,Art-Decor Annual Maintenance and Support,9588,Invitation to Quote,2022-11-24,0,2022-11-24,Art-Decor Open Tools UG,Berlin,Brandenburg,Germany,15390.92,2022-12-09
Transportation Investment Corporation,Ministry of Transportation and Infrastructure,Fraser River Tunnel Project Test Dredge and Monitoring,FRTP ENG 2023 12,Request for Proposal,2022-07-15,2,2022-08-15,Fraser River Pile & Dredge (GP) Inc.,"c/o BHT MANAGEMENT INC., VANCOUVER, British Columbia",,,7718020,2022-10-06
North Island College,,RFP Brand Strategy NIC-2022-010,BPM002581,Request for Proposal,2022-11-08,,,Partners + Hawes Marketing Consulting Inc.,2300 Ryan Rd,,,59976,2022-10-31
Ministry of Agriculture and Food,,B.C. SEAFOOD PROCESSING CAPACITY ASSESSMENT,6118,Request for Proposal,2022-10-19,,,GSGislason & Associates Ltd.,Vancouver,British Columbia,Canada,99800,2022-10-19
Ministry of Citizens' Services,,Software Developers,6351,Request for Proposal,2022-08-25,0,2022-09-22,AOT Technologies,Victoria,British Columbia,Canada,220000,2022-11-14
Oil and Gas Commission,,ITQ21123001 Network Switches / Servers / Wireless Access Points,7690,Invitation to Quote,2022-11-02,,,"Powerland, a Xerox Business Solutions Company","170 Marion St, Winnipeg, MB, R2H 0T4
",,,68000,2022-11-01
Oil and Gas Commission,,ITQ21123001 Network Switches / Servers / Wireless Access Points,7690,Invitation to Quote,2022-11-02,,,SHI Canada ULC," SHI CANADA ULC-11538_SHI-Quote-22667737.pdf 
",,,49000,2022-11-01
Oil and Gas Commission,,Review of CSA Z662 Engineering Standards,5761,Request for Proposal,2022-10-14,,,Pesta Consulting Ltd.,"86 Sunvista Close SE Calgary, Alberta T2X 2S2
",,,56000,2022-10-06
Oil and Gas Commission,,Seismic Line Ecological Recovery Analysis,6495,Request for Proposal,2022-10-14,,,Caslys Consulting Ltd.,"10-6782 Veyaness Road Saanichton, BC V8M2C2",,,771000,2022-10-12
Oil and Gas Commission,,Data Entry Project - Fluid Analyses from Oil and Natural Gas Wells,6499,Request for Proposal,2022-10-20,,,DSM Geodata,"5 Atholl Crescent
Edinburgh, EH3 8EJ Scotland, 
United Kingdom
",,,50000,2022-10-18
Ministry of Environment and Climate Change Strategy,,Lindeman Lake Trail Improvements,6740,Request for Proposal,2022-11-14,,,Golden Dirt Trails,Not provided,Not provided,Canada,161789.18,2022-11-01
Ministry of Environment and Climate Change Strategy,,Spirea Trail Boardwalk/Bridge Upgrades,6861,Request for Proposal,2022-11-14,,,Cabin Resource Management,Vernon,British Columbia,Canada,476494.42,2022-10-24
Ministry of Environment and Climate Change Strategy,,Enhancing Consumer Access to Recycling Services Under Extended Producer Responsibility Programs,5336,Request for Proposal,2022-10-24,,,Eunomia Research & Consulting Inc,Not provided,Not provided,United States,72500,2022-10-07
Procurement Services Branch ,Ministry of Environment and Climate Change Strategy,req 38926 - Type 2 Picnic Table Boards (QTY 175 - various specs),9860,Invitation to Quote,2022-11-30,0,2022-11-30,Smart Wood Products Ltd.,Not provided,Not provided,Canada,15126,2022-12-02
Ministry of Forests,,"Aerial Moose survey in WMU 7-54, including helicopter services",7823,Invitation to Quote,2022-12-06,,,Ridgeline Wildlife Enhancement Inc.,Charlie Lake,British Columbia,Canada,145000,2022-11-28
Ministry of Forests,,Maggie Lake FSR Quarry Development Project,EN23NAN605,Invitation to Tender,2022-11-30,,,Roc-Star Enterprises Ltd,Port Alberni,British Columbia,Canada,517000,2022-11-30
Ministry of Forests,,Installation of Reinforcements-Ret,GS23932-024,Invitation to Tender,2022-12-21,,,Drake Excavating (2016) Ltd.,Maple Ridge,British Columbia,Canada,372500,2022-12-07
Procurement Services Branch ,Ministry of Forests,Req 53776 - Two ATV Trailers,7277,Invitation to Quote,2022-09-26,0,2022-10-11,BARSNESS SALES & SERVICE,Not provided,Not provided,Canada,25000,2022-11-07
Procurement Services Branch ,Ministry of Forests,"Req 53700 - Design, fabricate, supply 1 (one) composite steel girder/concrete deck bridge",7190,Invitation to Quote,2022-09-22,0,2022-10-14,"Pioneer Precast Products, a  Division of IOTA Construction Ltd",Chilliwack,British Columbia,Canada,489462,2022-11-03
Procurement Services Branch ,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Req 54045 - Vertex Plus 3 Collars for Elk with associated accessories,5075492,Invitation to Quote,2022-11-03,0,2022-11-03,VECTRONIC Aerospace GmbH,Berlin,Brandenburg,Germany,28243.4,2022-11-02
Ministry of Transportation and Infrastructure,,BC Goods Movement Strategy Development,RFP-GMS-20220620,Request for Proposal,2022-06-20,3,2022-07-18,CPCS,Not provided,Not provided,Canada,1000000,2022-10-05
Ministry of Transportation and Infrastructure,,Road Weather Forecast Services,CMB202209,Request for Proposal,2022-09-23,2,2022-10-07,Weathernet LLC,Salt Lake City,Utah,United States,1000000,2022-10-27
Provincial Health Services Authority (Incl. BCCSS),,TTM External Patient Cooling,PHSA 03993,Direct Award,2022-11-17,,,CHS,"2810 Coventry Road
Oakville, Ontario
L6H 6R1",,,476000,2022-11-17
Provincial Health Services Authority (Incl. BCCSS),,durvalumab (Imfinzi®),RX-11662-236-2022,Direct Award,2022-10-21,,,AstraZeneca Canada Inc.,"1004 Middlegate Road, Mississauga , Ontario, L4Y 1M4",,,83800000,2022-10-01
Provincial Health Services Authority (Incl. BCCSS),,PHSA NOI 10318 BC Cancer Cyclotron Vacuum Pump Replacement/Upgrade,7576,Notice of Intent (BPS),2022-10-20,,,Advanced Cyclotron Systems Inc.,7851 Alderbridge Way,,,136136,2022-10-20
Provincial Health Services Authority (Incl. BCCSS),,BACTEC Consumables,PHSA 9179,Notice of Intent (BPS),2022-10-18,,,Becton Dickinson Canada Inc.,"2100 Derry Road West, Suite 100, 
Mississauga, ON, Canada
L5N 0B3",,,5700000,2022-10-18
Provincial Health Services Authority (Incl. BCCSS),,Elevator Maintenance Service,PHSA 03795,Request for Proposal,2022-10-18,,,Venture Elevator Inc,,,,2650000,2022-10-18
Provincial Health Services Authority (Incl. BCCSS),,MGIT Consumables,PHSA 7793,Notice of Intent (BPS),2022-10-18,,,Becton Dickinson Canada Inc.,,,,1250000,2022-10-18
Provincial Health Services Authority (Incl. BCCSS),,Rapid AI imaging software agreement,PHSA 09045,Notice of Intent (BPS),2022-11-29,,,"iSchemaView, Inc.",,,,467500,2022-11-29
Provincial Health Services Authority (Incl. BCCSS),,Microelectrode Recording Systems for Deep Brain Stimulation Surgeries and Services ,PHSA 09530,Direct Award,2022-11-15,,,Medtronic Canada ULC,"99 Hereford Street, Brampton, 
ON, L6Y 0R3
Canada
",,,359980,2022-10-25
Provincial Health Services Authority (Incl. BCCSS),,ENT Surgical Microscopes,PHSA 09200,Invitation to Quote,2022-11-15,,,Leica Microsystems (Canada) Inc.,"71 Four Valley Draive, Concord, ON, L4K 4V8",,,425294,2022-10-20
Provincial Health Services Authority (Incl. BCCSS),,Non-Surgical Urology Products – Contract Extension,PHSA 04074,Notice of Intent (BPS),2022-11-18,,,Bowers Medical Supply Co.,,,,62617,2022-12-01
Provincial Health Services Authority (Incl. BCCSS),,Non-Surgical Urology Products – Contract Extension,PHSA 04075,Notice of Intent (BPS),2022-11-18,,,Bard Canada,,,,1585947,2022-12-01
Provincial Health Services Authority (Incl. BCCSS),,Non-Surgical Urology Products – Contract Extension,PHSA 04076,Notice of Intent (BPS),2022-11-18,,,Hollister Canada Ltd. ,,,,320892,2022-12-01
Provincial Health Services Authority (Incl. BCCSS),,Non-Surgical Urology Products – Contract Extension,PHSA 04077,Notice of Intent (BPS),2022-11-18,,,Medline Canada ,,,,1362433,2022-12-01
Provincial Health Services Authority (Incl. BCCSS),,Test ,XYZ,Request for Proposal,2022-11-18,,,3M Canada Company,,,,1,2022-11-25
Provincial Health Services Authority (Incl. BCCSS),,Audio Visual Equipment Service Providers,PHSA 03734,Request for Qualifications (BPS),2022-11-17,,,TLD Computers,"
Suite 100-12251 Horseshoe Way, Richmond, BC, V7A 4V4





",,,0,2022-11-16
Provincial Health Services Authority (Incl. BCCSS),,Audio Visual Equipment Service Providers,PHSA 03734,Request for Qualifications (BPS),2022-11-17,,,AVI-SPL Canada Ltd,"8555 Commerce Crt. Burnaby BC, V5A4N4

",,,0,2022-11-16
Provincial Health Services Authority (Incl. BCCSS),,Audio Visual Equipment Service Providers,PHSA 03734,Request for Qualifications (BPS),2022-11-17,,,DELCO AUTOMATION,"368 Kingsway Ave, Unit 2180, Port Coquitlam, BC, V3C 6P4
",,,0,2022-11-16
Provincial Health Services Authority (Incl. BCCSS),,Audio Visual Equipment Service Providers,PHSA 03734,Request for Qualifications (BPS),2022-11-17,,,Evolution AV,"1910 Ontario Street Vancouver, BC, V5V 4G6
",,,0,2022-11-16
Provincial Health Services Authority (Incl. BCCSS),,Audio Visual Equipment Service Providers,PHSA 03734,Request for Qualifications (BPS),2022-11-17,,,Ricoh Canada Inc,"100-4621 Canada Way, Burnaby, BC, V5G 4X8
",,,0,2022-11-16
Provincial Health Services Authority (Incl. BCCSS),,Audio Visual Equipment Service Providers,PHSA 03734,Request for Qualifications (BPS),2022-11-17,,,Paladin Technologies Inc.,"1277 E Georgia Street, Vancouver, BC, V6A 2A9
",,,0,2022-11-16
Provincial Health Services Authority (Incl. BCCSS),,Audio Visual Equipment Service Providers,PHSA 03734,Request for Qualifications (BPS),2022-11-17,,,4th Utility Inc.,"2526 Davies Avenue, Port Coquitlam BC V3C 4T7
",,,0,2022-11-16
Provincial Health Services Authority (Incl. BCCSS),,BC Transplant (BCT) and BC Renal (BCR) Tacrolimus,PHSA 02485,Request for Proposal,2022-10-14,,,Sandoz Canada Inc.,"110 De Lauzon, Boucherville, Quebec, Canada, J4B 1E5 ",,,5000000,2022-10-01
Provincial Health Services Authority (Incl. BCCSS),,PHSA 9378 - Notice of Intent,5865,Notice of Intent (BPS),2022-10-11,,,Navidata Inc.,"1469 Nanton Street
Coquitlam, BC, V3E 0B2
Canada",,,77800,2022-10-04
Provincial Health Services Authority (Incl. BCCSS),,Snow Removal - Kimberley Special Care Home,8262 ,Invitation to Quote,2022-10-05,,,Wish Contracting Ltd,,,,43959,2022-10-05
Provincial Health Services Authority (Incl. BCCSS),,Granville_Adult_Day_Service_Wheelchair_bus,PHSA 9237,Invitation to Quote,2022-10-06,,,Dynamic Specialty Vehicles Ltd.,,,,132248,2022-10-04
Provincial Health Services Authority (Incl. BCCSS),,Notice of Intent - Equipment Management Services Contract Extension,10245,Notice of Intent (BPS),2022-10-07,,,Kootenay Columbia Home Medical Equipment,,,,167264.35,2022-10-07
Provincial Health Services Authority (Incl. BCCSS),,Notice of Intent - Equipment Management Services Contract Extension,10245,Notice of Intent (BPS),2022-10-07,,,Motion LP dba Creative Mobility Products,,,,132240.08,2022-10-07
