Issued by Organization,Issued for Organization,Title,Tender No,Procurement Method,Issued Date,Amendments,Closing Date,Successful Vendor,Successful Vendor City,Province,Country,Award Total,Date Awarded
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Asphalt Road Resurfacing - South Island Hwy 1A - Duncan Area,16804MJ2021,MOTITT,2021/10/06,1,2021/10/14,Copcan Civil Limited Partnership by its GP Copcan Holdings Ltd.,Nanaimo,British Columbia,Canada,"$2,944,245.00",2021/11/04
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Marbled Murrelet Population Monitoring Plan Development,GS22NAN410,RFP,2021/09/09,1,2021/09/20,EDI Environmental Dynamics Inc,Nanaimo,British Columbia,Canada,"$25,000.00",2021/10/05
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Coastal Fire Centre Building Improvements,12742,ITT,2021/10/07,0,2021/10/22,1049546BC Ltd. dba Oceanside Construction,Nanoose Bay,British Columbia,Canada,"$92,500.82",2021/10/27
Ministry of Citizens' Services,Ministry of Citizens' Services,Professional Prime Consultant Services,on-003676,RFP,2021/10/12,4,2021/10/13,Cover Architectural Collaborative Inc.,Nelson,British Columbia,Canada,"$57,400.00",2021/10/20
Procurement Services Branch,"Ministry of Agriculture, Food and Fisheries",Ultra-Low Temperature Freezer - Upright  (Abbotsford),ITQ-006829,Itq,2021/10/21,0,2021/11/01,Fisher Scientific Company,Nepean,Ontario,Canada,"$16,099.67",2021/11/04
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Saft Rechargeable Battery Blocks (Kamloops),ITQ-006750,Itq,2021/07/21,0,2021/07/29,Saft America Inc.,North Haven,Connecticut,United States,"$44,799.00",2021/10/04
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,"GMC Program, Owner's Engineer for the Immersed Tube Tunnel",GMC ENG 2022 04,RFP,2021/10/07,7,2021/10/13,COWI North America Ltd.,North Vancouver,British Columbia,Canada,"$15,000,000.00",2021/12/20
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Independent Environmental Monitor RFP,GMC ENV 2022 05,RFP,2021/09/17,2,2021/09/28,Sartori Environmental Inc.,North Vancouver,British Columbia,Canada,"$725,000.00",2021/10/19
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Ammunition: .40 cal Training Rounds (Kamloops),ITQ-006797,Itq,2021/09/23,1,2021/09/29,Korth Group Ltd.,Okotoks,Alberta,Canada,"$70,308.00",2021/10/05
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,308 Duty Ammunition (Kamloops BC),ITQ-006799,Itq,2021/09/21,0,2021/09/29,Korth Group Ltd.,Okotoks,Alberta,Canada,"$20,317.50",2021/10/05
Procurement Services Branch,Ministry of Citizens' Services,Remedy Custom Applications User Licenses and Continuous Support,ITQ-006877,Itq,2021/12/03,0,2021/12/13,RJR Innovations Inc.,Ottawa,Ontario,Canada,"$410,818.47",2021/12/29
Procurement Services Branch,Ministry of Justice,"Carbine ammunition - 89,500 total rounds (Coquitlam)",ITQ-006817,Itq,2021/10/05,0,2021/10/14,Rampart International Corp,Ottawa,Ontario,Canada,"$55,176.80",2021/10/18
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,BCCOS .223 Training amminition,ITQ-006801,Itq,2021/09/23,1,2021/10/01,Rampart International Corp,Ottawa,Ontario,Canada,"$20,328.00",2021/10/04
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",FY22 TIB - DUMP BOX SILVERADO 3500 - 1 UNIT- TAPPEN BC,ITQ-006816,Itq,2021/10/05,0,2021/10/26,Express Custom Trailer Manufacturing Inc,Parksville,British Columbia,Canada,"$32,773.24",2021/11/09
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,"Urine Diversion Urine Diversion toilet units (Port McNeill, BC)",ITQ-006867,Itq,2021/11/29,0,2021/12/07,Scott Kerr,Pemberton,British Columbia,Canada,"$58,275.00",2021/12/14
Procurement Services Branch,Ministry of Transportation and Infrastructure,2 X Mountain Snowmobiles (Pemberton),ITQ-006798,Itq,2021/09/21,0,2021/09/29,Valley Chainsaw & Recreation Ltd,Pemberton,British Columbia,Canada,"$40,028.78",2021/11/03
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,"8x10 Portable Air Monitoring Shelter (Nelson, BC)",ITQ-006827,Itq,2021/10/21,1,2021/10/25,"Tropospheric Measurement Systems, Inc.",Port Alberni,British Columbia,Canada,"$66,700.48",2021/11/09
Ministry of Attorney General,Ministry of Attorney General,ITQ - Prisoner Air Transport Services,12719,ITQ,2021/10/04,1,2021/10/05,Northern Air Charter (P.R.) Inc.,Port Alberni,British Columbia,Canada,"$892,320.00",2021/10/18
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,"REFIT VESSEL MV NAHWITTI RANGER (Port McNeill, BC)",ITQ-006849,Itq,2021/11/15,1,2021/11/23,Progressive Diesel Ltd,Port McNeill,British Columbia,Canada,"$243,812.80",2021/11/25
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,Body Removal and Body Transport - Powell River,BCCS22NOI706A,NOI,2021/05/20,0,2021/06/03,Stubberfield Funeral Home,Powell River,British Columbia,Canada,"$150,000.00",2021/10/25
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,"7 (Seven) Medium Duty ATVs (N.Van, Penticton, and Prince George)",ITQ-006886,Itq,2021/12/14,1,2021/12/23,Cycle North Enterprises Ltd,Prince George,British Columbia,Canada,"$113,201.76",2021/12/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Lower Goat 4.5km Bridge (G3-050A) Repair,EN22PGN331,ITT,2021/11/23,5,2021/11/30,Nahanni Construction Ltd.,Prince George,British Columbia,Canada,"$168,800.00",2021/12/07
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Notice of Intent to Direct Award - OBO Forest Management GP Ltd.,10005-40/FS22DMK010,DirectAward,2021/06/09,0,2021/06/19,Kwadacha Natural Resources Limited Partnership,Prince George,British Columbia,Canada,"$808,500.00",2021/12/06
Procurement Services Branch,Ministry of Transportation and Infrastructure,"Supply and Delivery of Rip Rap  (Beale Pit, Prince George area)",ITQ-006855,Itq,2021/11/22,0,2021/12/01,PG Rock and Gravel Ltd.,Prince George,British Columbia,Canada,"$225,325.42",2021/12/06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",FFT 2022 Spring Tree Planting in Valemount Area,PL22DPG736,ITT,2021/11/04,7,2021/11/08,Folklore Contracting Ltd.,Prince George,British Columbia,Canada,"$744,344.22",2021/12/02
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Vanderhoof Fire Zone Hangar Redevelopment,RFP21BCWSHQ019,RFP,2021/09/22,4,2021/09/24,Datoff Bros. Construction LTD.,Prince George,British Columbia,Canada,"$1,942,765.00",2021/12/02
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Treated Timber Components - Various Locations - South Regions,ITQ-006837,Itq,2021/11/16,2,2021/11/19,Stinger Welding Ltd,Prince George,British Columbia,Canada,"$485,824.64",2021/11/30
"Ministry of Agriculture, Food and Fisheries","Ministry of Agriculture, Food and Fisheries",Forage Extension in the Central Interior,GSA22CP005,RFP,2021/10/07,0,2021/10/28,British Columbia Forage Council,Prince George,British Columbia,Canada,"$50,000.00",2021/11/20
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Design/Fabricate/Supply All Steel Portable Bridge -Prince George,ITQ-006839,Itq,2021/11/04,0,2021/11/15,Stinger Welding Ltd,Prince George,British Columbia,Canada,"$178,920.00",2021/11/17
"Ministry of Agriculture, Food and Fisheries","Ministry of Agriculture, Food and Fisheries",Forage Extension in the Central Interior,GSA22CP005,RFP,2021/10/07,0,2021/10/28,British Columbia Forage Council,Prince George,British Columbia,Canada,"$50,000.00",2021/11/15
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Provincial Field Data Collection & Compilation,SRFP22WHQ0024,SRFP,2021/09/20,0,2021/10/19,Geoterra Integrated Resource Systems Ltd,Prince George,British Columbia,Canada,"$200,000.00",2021/11/04
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",SPRUCE BEETLE GROUND SURVEYS - MACKENZIE TSA,FH22DMK0029,ITT,2021/10/25,2,2021/10/27,Spectrum Resource Group,Prince George,British Columbia,Canada,"$82,000.00",2021/11/03
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Eight (8) Mountain Snowmobiles - Prince George,ITQ-006790,Itq,2021/10/08,7,2021/10/25,Forest Power Sports Ltd,Prince George,British Columbia,Canada,"$97,145.22",2021/10/28
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","	PRELIMINARY FIELD RECONNAISSANCE OF TREATMENT UNITS FOR WILDFIR",CS22DPG741,DirectAward,2021/10/21,0,2021/10/26,Ridgeline Archaeology,Prince George,British Columbia,Canada,"$3,600.00",2021/10/27
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Willow River Bridge No. 447 Replacement,37700MJ0000,MOTITT,2021/10/07,2,2021/10/14,Ruskin Construction Ltd.,Prince George,British Columbia,Canada,"$10,223,119.00",2021/10/21
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",ADVISORY SERVICES FOR ESTABLISHMENT OF A PARTIAL HARVEST TRIAL I,FH22DPG738,DirectAward,2021/10/18,0,2021/10/25,Aleza Lake Research Forest Society (ALRF),Prince George,British Columbia,Canada,"$9,147.50",2021/10/21
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",WRR Fuel Management Treatments in the Gataiga Recreation Site,10005-40/FS22DMK013,ITT,2021/09/16,0,2021/09/30,Spectrum Resource Group Inc.,Prince George,British Columbia,Canada,$0.00,2021/10/14
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Development, Layout, and Implementation of Partial Harvest Trial",FH22DPG734,ITT,2021/09/27,1,2021/10/04,Erafor Forestry Ltd.,Prince George,British Columbia,Canada,"$35,050.00",2021/10/14
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Bridge Install KV-061 Otter Creek - Kettle Valley Railway,EN22474025,ITT,2021/09/17,3,2021/09/23,Frost Lake Logging Ltd.,Prince George,British Columbia,Canada,"$366,060.62",2021/10/06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Sightline Assessment -Cariboo River and Cunningham Pass FSRs,EN22474033,ITT,2021/09/10,0,2021/09/29,All North Consultants Ltd,Prince George,British Columbia,Canada,"$102,000.00",2021/10/04
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,"Two Jet Boats, motors, trailers for Liard and Gitnadoix areas",ITQ-006842,Itq,2021/11/15,3,2021/11/22,Outlaw Eagle Manufacturing Ltd.,Red Deer,Alberta,Canada,"$275,491.65",2021/12/02
Procurement Services Branch,Ministry of Citizens' Services,"Catalyst IE-3300 and GLC-LX-SM-RG  (Coquitlam, BC)",ITQ-006844,Itq,2021/11/08,0,2021/11/17,Saskatchewan Telecommunications,Regina,Saskatchewan,Canada,"$16,763.71",2021/11/19
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",PL23DSE001 SPRING TREE PLANTING – NRFL / SHANNON CREEK,PL23DSE001,ITT,2021/10/28,0,2021/12/09,1035449 B.C. Ltd,Revelstoke,British Columbia,Canada,"$70,999.00",2021/12/09
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Qualitative Data Analysis to support Decision-Making Training,GS22RMO0029,SRFP,2021/08/18,1,2021/09/09,John Shultis,Richmond,British Columbia,Canada,"$15,000.00",2021/10/13
Procurement Services Branch,Ministry of Citizens' Services,Spatial File Geographical Point Locations Software - Victoria,ITQ-006893,Itq,2021/12/13,0,2021/12/22,DMTI Spatial ULC,Richmond Hill,Ontario,Canada,"$11,198.88",2021/12/23
Procurement Services Branch,Ministry of Citizens' Services,"AutoCAD Software & Maintenance Renewal (Victoria, BC)",ITQ-006823,Itq,2021/10/07,0,2021/10/15,Solid CADDGroup Inc,Richmond Hill,Ontario,Canada,"$10,880.00",2021/10/15
Procurement Services Branch,Ministry of Citizens' Services,Polycom VVX Expansion Modules and Device Management Service,ITQ-006862,Itq,2021/11/25,0,2021/12/03,341234 BC Ltd,Saanichton,British Columbia,Canada,"$70,641.88",2021/12/07
Procurement Services Branch,Ministry of Citizens' Services,Video Conferencing equipment - Lenovo / Logitech (Victoria),ITQ-006818,Itq,2021/10/07,0,2021/10/18,341234 BC Ltd,Saanichton,British Columbia,Canada,"$220,058.47",2021/10/25
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Remeasurements, maintenance, GPS and plot photographs at EP1206 ",1070-30/RE22FHQ114,ITT,2021/08/17,0,2021/09/09,R. White Woods Inc.,Saanichton,British Columbia,Canada,"$46,000.00",2021/10/18
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Visual Quality Impact Assessment for a Harvesting Trial within a,FH22DPG742,ITT,2021/12/08,1,2021/12/13,Forsite Consultants Ltd.,Salmon Arm,British Columbia,Canada,"$4,200.00",2021/12/21
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Notice of Intent: NOI22DMH100 NOI PWC Planting Administration ,NOI22DMH100,NOI,2021/11/08,1,2021/11/18,Forsite Consultants Ltd.,Salmon Arm,British Columbia,Canada,"$350,000.00",2021/11/19
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,"BC Parks Park Benches (Planks and Bases), Wasa, BC",ITQ-006864,Itq,2021/11/25,0,2021/12/06,Swens Contracting Ltd.,Sechelt,British Columbia,Canada,"$12,363.75",2021/12/09
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Rigid Hull Inflatable Boat(6.1-6.7m)/motors/trailer - Parksville,ITQ-006843,Itq,2021/11/19,2,2021/11/24,Titan Boats Ltd,Sidney,British Columbia,Canada,"$351,373.87",2021/12/15
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,"Rigid Hull Inflatable Boat (8.8m) w/ T-top, trailer, and motors",ITQ-006836,Itq,2021/11/09,2,2021/11/22,Titan Boats Ltd,Sidney,British Columbia,Canada,"$485,658.97",2021/12/03
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,Search and Rescue Rope Training,RFQEMB61,RQU,2021/09/23,5,2021/09/23,Raven Rescue Safety Medical Ltd,Smithers,British Columbia,Canada,$0.00,2021/12/10
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",FFT and FCI Tree Planting in the Thompson Rivers Forest District,PL23DTR001,ITT,2021/09/10,1,2021/10/07,ABBA Reforestation Ltd.,Smithers,British Columbia,Canada,"$498,270.90",2021/10/26
Procurement Services Branch,Ministry of Transportation and Infrastructure,Industrial Fencing for Road Weather Station (near D'Arcy BC),ITQ-006848,Itq,2021/11/10,0,2021/11/22,B.C.T. Fencing Ltd.,Squamish,British Columbia,Canada,"$16,375.80",2021/11/29
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",State of the Watershed – Nicola Sub-watersheds,GS22957-020,SRFP,2021/09/09,0,2021/10/06,Polar Geoscience Ltd.,Squamish,British Columbia,Canada,"$79,994.00",2021/10/06
Procurement Services Branch,Ministry of Transportation and Infrastructure,Request for Standing Offer for Highway Signs (Kamloops BC),ITQ-006834,Itq,2021/10/28,0,2021/11/08,Sherine Industries Ltd,Surrey,British Columbia,Canada,$0.00,2021/11/16
Procurement Services Branch,Ministry of Transportation and Infrastructure,Request for Standing Offer for Highway Signs (Kamloops BC),ITQ-006834,Itq,2021/10/28,0,2021/11/08,Astrographic Industries Ltd,Surrey,British Columbia,Canada,$0.00,2021/11/16
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,RFP - Carnation Creek - Stream Channel Physical Surveys,RFPGS22EB0068,RFP,2021/09/23,2,2021/10/04,FSR-Fluvial Systems Research Inc.,Surrey,British Columbia,Canada,"$26,500.00",2021/10/22
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Tranquille-Criss Creek Rd Gravel Surfacing,25511MJ0000,MOTITT,2021/09/17,0,2021/10/05,BD Hall Constructors Corp. dba Hall Constructors Corp.,Surrey,British Columbia,Canada,"$330,141.00",2021/10/19
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Tranquille-Criss Creek Rd Gravel Surfacing,25511MJ0000,MOTITT,2021/09/17,0,2021/10/05,BD Hall Constructors Corp. dba Hall Constructors Corp.,Surrey,British Columbia,Canada,"$330,141.00",2021/10/19
Procurement Services Branch,Ministry of Citizens' Services,"Forklifts (Victoria, BC and Coquitlam, BC)",ITQ-006796,Itq,2021/09/20,0,2021/09/29,Williams Machinery Limited Partnership,Surrey,British Columbia,Canada,"$126,883.68",2021/10/15
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,200th Street Interchange Remediation,13031MJ0001,MOTITT,2021/09/15,2,2021/09/22,Eurovia British Columbia Inc.,Surrey,British Columbia,Canada,"$6,163,267.06",2021/10/04
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Manual Thinning from Below, to an Open Forest Stocking",ER22DRM002,ITT,2021/11/08,1,2021/11/23,Lions Den Forestry Operation Ltd.,Telkwa,British Columbia,Canada,"$109,350.00",2021/11/24
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,"16 ft Aluminum boat, jet propulsion motor, and trailer- Terrace",ITQ-006852,Itq,2021/11/22,3,2021/12/15,Northstar Recreation Ltd.,Terrace,British Columbia,Canada,"$22,439.20",2021/12/17
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Iridium 9555  Satellite Phone - Kamloops,ITQ-006888,Itq,2021/12/10,0,2021/12/21,Roadpost Inc.,Toronto,Ontario,Canada,"$15,009.12",2021/12/24
Procurement Services Branch,Ministry of Citizens' Services,"Solar Winds-DPA Oracle EE, DB2, ASE-Unlimited Site Support Renew",ITQ-006873,Itq,2021/12/06,1,2021/12/13,Softchoice LP,Toronto,Ontario,Canada,"$13,776.00",2021/12/15
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,Notice of Intent do Direct Award a Contract,12659,NOI,2021/08/19,0,2021/08/30,Gaayangaay Productions Ltd,Toronto,Ontario,Canada,"$12,500.00",2021/11/01
Ministry of Municipal Affairs,Ministry of Municipal Affairs,RFP: Public LibraryStatistics Collection and Reporting System,RFP22PLB01,RFP,2021/08/06,0,2021/08/31,Counting Opinions Ltd.,Toronto,Ontario,Canada,"$37,400.00",2021/11/01
Ministry of Municipal Affairs,Ministry of Municipal Affairs,RFP: Public LibraryStatistics Collection and Reporting System,RFP22PLB01,RFP,2021/08/06,0,2021/08/31,Counting Opinions Ltd.,Toronto,Ontario,Canada,"$37,400.00",2021/11/01
Procurement Services Branch,Ministry of Justice,9mm Ammunition (Multiple Locations),ITQ-006820,Itq,2021/10/06,0,2021/10/18,Lloyd Libke Law Enforcement Sales Inc.,Toronto,Ontario,Canada,"$65,126.25",2021/10/26
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,Body Removal and Transfer - Trail ,BCCS22NOI711E,NOI,2021/11/08,2,2021/11/22,Alternatives Funeral and Cremation Services,Trail,British Columbia,Canada,"$10,000.00",2021/12/03
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,Body Removal and Transfer - Trail ,BCCS22NOI711E,NOI,2021/11/08,2,2021/11/22,Alternatives Funeral and Cremation Services,Trail,British Columbia,Canada,"$10,000.00",2021/11/23
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,RSO Embroidered Insignia Patches and Ranger Bar Emblems-BC Parks,ON-003711,RSO,2021/11/18,10,2021/11/30,Westcomb Outerwear Inc,Valemount,British Columbia,Canada,"$12,600.00",2021/12/10
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Climate Change Assessment for South Coast of British Columbia,OP22NAN005,RFP,2021/11/18,2,2021/11/29,ESSA Technologies Ltd.,Vancouver,British Columbia,Canada,"$79,717.00",2021/12/13
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Babine Mountains Trails Public Planning ,CP22SME018,SRFP,2021/11/23,2,2021/11/25,E. Lees & Associates Consulting Ltd.,Vancouver,British Columbia,Canada,"$35,000.00",2021/12/07
Ministry of Health,Ministry of Health,Actuarial Services for Sick & Severance Liability Valuation,RFPHL2022-003,RFP,2021/09/08,3,2021/09/20,George & Bell Consulting Inc,Vancouver,British Columbia,Canada,"$84,000.00",2021/12/07
"Ministry of Agriculture, Food and Fisheries","Ministry of Agriculture, Food and Fisheries",B.C. Beverage Sector Comprehensive Framework and Benchmarking,12801,SRFP,2021/11/19,7,2021/11/26,Qatalyst Research Group Inc.,Vancouver,British Columbia,Canada,"$100,000.00",2021/12/02
Procurement Services Branch,Ministry of Citizens' Services,"JIRA SumUp for JIRA (Server), 500 Users: Commercial License, ",ITQ-006840,Itq,2021/11/04,0,2021/11/15,Softchoice LP,Vancouver,British Columbia,Canada,"$2,250.08",2021/11/22
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Climate Change Assessment - Infrastructure and Cultural Sites,GS22JHQ090,RFP,2021/10/22,4,2021/10/29,Hatfield Consultants LLP,Vancouver,British Columbia,Canada,"$89,900.00",2021/11/18
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Geotechnical Engineering “As & When” for Highway Improvement Pro,RFQ 2021-SCR-GEO,RQU,2021/07/23,1,2021/08/16,Golder Associates Ltd.,Vancouver,British Columbia,Canada,"$3,000,000.00",2021/11/18
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Geotechnical Engineering “As & When” for Highway Improvement Pro,RFQ 2021-SCR-GEO,RQU,2021/07/23,1,2021/08/16,Klohn Crippen Berger Ltd.,Vancouver,British Columbia,Canada,"$3,000,000.00",2021/11/18
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Geotechnical Engineering “As & When” for Highway Improvement Pro,RFQ 2021-SCR-GEO,RQU,2021/07/23,1,2021/08/16,Tetra Tech Canada Inc (Vancouver),Vancouver,British Columbia,Canada,"$3,000,000.00",2021/11/18
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Geotechnical Engineering “As & When” for Highway Improvement Pro,RFQ 2021-SCR-GEO,RQU,2021/07/23,1,2021/08/16,Thurber Engineering Ltd.,Vancouver,British Columbia,Canada,"$3,000,000.00",2021/11/18
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Geotechnical Engineering “As & When” for Highway Improvement Pro,RFQ 2021-SCR-GEO,RQU,2021/07/23,1,2021/08/16,Wood Canada Limited,Vancouver,British Columbia,Canada,"$3,000,000.00",2021/11/18
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,"GMC Program, Environmental Services",GMC ENV 2022 01,RFP,2021/09/17,4,2021/09/29,Golder Associates Ltd.,Vancouver,British Columbia,Canada,"$14,771,000.00",2021/11/15
Ministry of Education,Ministry of Education,Short-Form Request for Proposals for Procurement Director,EDU22-506-SRFP,SRFP,2021/10/06,1,2021/10/14,Capex Project Advisory Services Inc.,Vancouver,British Columbia,Canada,"$60,000.00",2021/11/12
Procurement Services Branch,Ministry of Citizens' Services,Red Hat Runtimes (Victoria BC),ITQ-006833,Itq,2021/10/27,0,2021/11/04,Unilogik Systems Inc,Vancouver,British Columbia,Canada,"$22,556.80",2021/11/12
Ministry of Citizens' Services,Ministry of Citizens' Services,Professional Architectural & Engineering Services Port Coquitlam,ON-003642,RFP,2021/10/27,5,2021/10/29,KMBR Architect Planners Inc,Vancouver,British Columbia,Canada,"$88,420.00",2021/11/09
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Greenhouse Gas Emissions - Industrial Wood Waste,GS22JHQ084,RFP,2021/10/04,3,2021/10/11,GHD Limited,Vancouver,British Columbia,Canada,"$50,000.00",2021/11/05
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Development of FLNR Climate Action Plans,1070-30/OT22FH,RFP,2021/09/24,2,2021/10/15,Pinna Sustainability Inc.,Vancouver,British Columbia,Canada,"$208,660.00",2021/11/02
Ministry of Indigenous Relations and Reconciliation,Ministry of Indigenous Relations and Reconciliation,Snuneymuxw Land Transfer Stage 1 and Stage 2 Site Investigations,12714,RFP,2021/10/06,5,2021/10/14,SLR Consulting (Canada) Ltd.,Vancouver,British Columbia,Canada,$119.84,2021/11/01
Ministry of Citizens' Services,Ministry of Citizens' Services,Lean Services- Request for Standing Arrangement,ON-003688,RSO,2021/09/16,1,2021/09/29,MNP LLP,Vancouver,British Columbia,Canada,$0.00,2021/11/01
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Request for Proposals - Architectural Services,PLMB-ARCHS-01,RFP,2021/09/07,1,2021/10/04,Kasian Architecture Interior Design and Planning Ltd.,Vancouver,British Columbia,Canada,"$1,000,000.00",2021/10/29
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Request for Proposals - Architectural Services,PLMB-ARCHS-01,RFP,2021/09/07,1,2021/10/04,HDR Architecture Associates Inc,Vancouver,British Columbia,Canada,"$1,000,000.00",2021/10/29
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Request for Proposals - Architectural Services,PLMB-ARCHS-01,RFP,2021/09/07,1,2021/10/04,Perkins Eastman Architects Canada Ltd,Vancouver,British Columbia,Canada,"$1,000,000.00",2021/10/29
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Request for Proposals - Architectural Services,PLMB-ARCHS-01,RFP,2021/09/07,1,2021/10/04,Perkins + Will Canada Architects Co.,Vancouver,British Columbia,Canada,"$1,000,000.00",2021/10/29
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Five-year EVCS Rollout Plan,065CS121401,RFP,2021/08/23,4,2021/08/26,AES Engineering,Vancouver,British Columbia,Canada,"$200,000.00",2021/10/25
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Five-year EVCS Rollout Plan,065CS121401,RFP,2021/08/23,4,2021/08/26,AES Engineering,Vancouver,British Columbia,Canada,"$200,000.00",2021/10/25
